symbol,status,strategy,tf,sharpe,n,date_checked,note
XLE,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XLB,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XLU,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XLRE,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
IGV,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
CIBR,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
HACK,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
SKYY,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
CLOU,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
BOTZ,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
ARTY,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
AIQ,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
SMH,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
SOXX,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XSD,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
QTUM,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
UFO,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
KBE,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
KRE,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
KIE,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XBI,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
IBB,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
IHI,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
ITA,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XAR,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
IYT,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XHB,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
ITB,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XRT,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
XOP,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
ICLN,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
TAN,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
GDX,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
GDXJ,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
VNQ,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
IYR,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
SRVR,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
DTCR,pre_existing_etf_scanner,,,,,2026-07-25,etf_scanner.py板块轮动池，非alert_engine逐信号
REXC,rejected,Confluence,1d,3.78,3,2026-07-25,第二版watchlist批量回测(默认参数)
XHLF,rejected,Breakout,1d,2.417,34,2026-07-25,第二版watchlist批量回测(默认参数)
SGOV,rejected,Breakout,1d,1.928,55,2026-07-25,第二版watchlist批量回测(默认参数)
DRAM,rejected,Confluence,1d,1.84,5,2026-07-25,第二版watchlist批量回测(默认参数)
BB,promoted,Confluence,4h,1.36,44,2026-07-25,第二版watchlist批量回测(默认参数)
DJT,promoted,Confluence,1h,1.31,125,2026-07-25,第二版watchlist批量回测(默认参数)
DIS,rejected,RSI2,4h,1.222,28,2026-07-25,第二版watchlist批量回测(默认参数)
SPXU,rejected,Confluence,1h,1.22,55,2026-07-25,第二版watchlist批量回测(默认参数)
LVHI,promoted,RSI2,4h,1.195,30,2026-07-25,第二版watchlist批量回测(默认参数)
SOXS,rejected,Confluence,1h,1.19,87,2026-07-25,第二版watchlist批量回测(默认参数)
VGRO,rejected,Confluence,1d,1.1,9,2026-07-25,第二版watchlist批量回测(默认参数)
LUNR,promoted,Confluence,4h,1.08,50,2026-07-25,第二版watchlist批量回测(默认参数)
SPMO,promoted,RSI2,1h,1.074,134,2026-07-25,第二版watchlist批量回测(默认参数)
RBLX,promoted,Confluence,1d,1.06,38,2026-07-25,第二版watchlist批量回测(默认参数)
SOXS,rejected,Confluence,4h,1.04,24,2026-07-25,第二版watchlist批量回测(默认参数)
NTRS,promoted,RSI2,1h,1.017,107,2026-07-25,第二版watchlist批量回测(默认参数)
VBIL,rejected,Breakout,1d,0.923,8,2026-07-25,第二版watchlist批量回测(默认参数)
RBLX,promoted,RSI2,4h,0.91,38,2026-07-25,第二版watchlist批量回测(默认参数)
RDDT,rejected,Confluence,1d,0.89,27,2026-07-25,第二版watchlist批量回测(默认参数)
MSOS,promoted,Confluence,1d,0.87,50,2026-07-25,第二版watchlist批量回测(默认参数)
SCHD,rejected,RSI2,4h,0.857,19,2026-07-25,第二版watchlist批量回测(默认参数)
REMX,promoted,RSI2,4h,0.845,32,2026-07-25,第二版watchlist批量回测(默认参数)
ORCL,promoted,RSI2,1h,0.842,113,2026-07-25,第二版watchlist批量回测(默认参数)
TDAX,rejected,Confluence,4h,0.82,7,2026-07-25,第二版watchlist批量回测(默认参数)
HVAC,rejected,Confluence,4h,0.81,7,2026-07-25,第二版watchlist批量回测(默认参数)
AIS,promoted,RSI2,1h,0.784,77,2026-07-25,第二版watchlist批量回测(默认参数)
TE,rejected,RSI2,4h,0.783,21,2026-07-25,第二版watchlist批量回测(默认参数)
OKLO,promoted,RSI2,4h,0.766,33,2026-07-25,第二版watchlist批量回测(默认参数)
CRWD,promoted,RSI2,1h,0.765,124,2026-07-25,第二版watchlist批量回测(默认参数)
IBM,promoted,Confluence,4h,0.76,53,2026-07-25,第二版watchlist批量回测(默认参数)
USAR,promoted,Confluence,1h,0.75,74,2026-07-25,第二版watchlist批量回测(默认参数)
SLV,promoted,RSI2,4h,0.744,40,2026-07-25,第二版watchlist批量回测(默认参数)
AVIV,rejected,RSI2,4h,0.73,28,2026-07-25,第二版watchlist批量回测(默认参数)
BB,promoted,RSI2,1h,0.727,93,2026-07-25,第二版watchlist批量回测(默认参数)
MORN,promoted,Confluence,4h,0.71,37,2026-07-25,第二版watchlist批量回测(默认参数)
SOFI,promoted,Confluence,1d,0.71,42,2026-07-25,第二版watchlist批量回测(默认参数)
LWLG,promoted,Confluence,1h,0.7,133,2026-07-25,第二版watchlist批量回测(默认参数)
CRWD,promoted,RSI2,4h,0.69,42,2026-07-25,第二版watchlist批量回测(默认参数)
GME,promoted,Confluence,1h,0.69,129,2026-07-25,第二版watchlist批量回测(默认参数)
DGRO,promoted,Breakout,1d,0.662,50,2026-07-25,第二版watchlist批量回测(默认参数)
TDAX,rejected,Confluence,1d,0.66,11,2026-07-25,第二版watchlist批量回测(默认参数)
DRAM,rejected,Confluence,1h,0.66,17,2026-07-25,第二版watchlist批量回测(默认参数)
PYPL,promoted,Confluence,1d,0.65,53,2026-07-25,第二版watchlist批量回测(默认参数)
QQQM,rejected,Breakout,1d,0.649,21,2026-07-25,第二版watchlist批量回测(默认参数)
AIS,promoted,Confluence,1d,0.64,30,2026-07-25,第二版watchlist批量回测(默认参数)
SPYM,promoted,Breakout,1d,0.635,51,2026-07-25,第二版watchlist批量回测(默认参数)
VTI,promoted,Breakout,1d,0.627,54,2026-07-25,第二版watchlist批量回测(默认参数)
JPM,promoted,RSI2,1h,0.622,107,2026-07-25,第二版watchlist批量回测(默认参数)
BABA,promoted,RSI2,4h,0.621,30,2026-07-25,第二版watchlist批量回测(默认参数)
PKW,promoted,RSI2,4h,0.614,40,2026-07-25,第二版watchlist批量回测(默认参数)
VOO,promoted,Breakout,1d,0.611,52,2026-07-25,第二版watchlist批量回测(默认参数)
AVGV,rejected,Confluence,1d,0.61,18,2026-07-25,第二版watchlist批量回测(默认参数)
JPM,promoted,RSI2,4h,0.604,47,2026-07-25,第二版watchlist批量回测(默认参数)
CEG,promoted,RSI2,1h,0.603,109,2026-07-25,第二版watchlist批量回测(默认参数)
INTU,promoted,Confluence,4h,0.6,34,2026-07-25,第二版watchlist批量回测(默认参数)
SPXU,rejected,Confluence,1d,0.6,84,2026-07-25,第二版watchlist批量回测(默认参数)
FOF,rejected,RSI2,1h,0.599,82,2026-07-25,第二版watchlist批量回测(默认参数)
TDAX,rejected,Confluence,1h,0.59,29,2026-07-25,第二版watchlist批量回测(默认参数)
RBC,rejected,RSI2,1d,0.589,15,2026-07-25,第二版watchlist批量回测(默认参数)
SOXS,rejected,Confluence,1d,0.58,26,2026-07-25,第二版watchlist批量回测(默认参数)
SQQQ,rejected,Confluence,1d,0.57,93,2026-07-25,第二版watchlist批量回测(默认参数)
AMC,rejected,Confluence,1h,0.57,141,2026-07-25,第二版watchlist批量回测(默认参数)
NFLX,rejected,RSI2,4h,0.564,31,2026-07-25,第二版watchlist批量回测(默认参数)
AGIX,rejected,RSI2,1d,0.562,19,2026-07-25,第二版watchlist批量回测(默认参数)
TMC,rejected,Confluence,1h,0.56,137,2026-07-25,第二版watchlist批量回测(默认参数)
SAP,rejected,RSI2,4h,0.556,35,2026-07-25,第二版watchlist批量回测(默认参数)
SCHG,rejected,Breakout,1d,0.532,50,2026-07-25,第二版watchlist批量回测(默认参数)
LWLG,rejected,Confluence,4h,0.53,50,2026-07-25,第二版watchlist批量回测(默认参数)
LUNR,rejected,RSI2,1h,0.521,114,2026-07-25,第二版watchlist批量回测(默认参数)
TE,rejected,RSI2,1h,0.516,61,2026-07-25,第二版watchlist批量回测(默认参数)
GS,rejected,Breakout,1d,0.51,31,2026-07-25,第二版watchlist批量回测(默认参数)
APO,rejected,Confluence,4h,0.5,52,2026-07-25,第二版watchlist批量回测(默认参数)
BND,rejected,Breakout,1d,0.49,18,2026-07-25,第二版watchlist批量回测(默认参数)
SPXS,rejected,Confluence,1d,0.48,84,2026-07-25,第二版watchlist批量回测(默认参数)
IBM,rejected,RSI2,1h,0.479,94,2026-07-25,第二版watchlist批量回测(默认参数)
CCJ,rejected,RSI2,1h,0.476,118,2026-07-25,第二版watchlist批量回测(默认参数)
IBBQ,rejected,RSI2,1d,0.473,15,2026-07-25,第二版watchlist批量回测(默认参数)
AVGO,rejected,RSI2,1d,0.473,21,2026-07-25,第二版watchlist批量回测(默认参数)
NTRS,rejected,RSI2,4h,0.468,45,2026-07-25,第二版watchlist批量回测(默认参数)
QQQX,rejected,RSI2,4h,0.467,23,2026-07-25,第二版watchlist批量回测(默认参数)
NFLX,rejected,Breakout,1d,0.457,35,2026-07-25,第二版watchlist批量回测(默认参数)
LVHI,rejected,Breakout,1d,0.456,40,2026-07-25,第二版watchlist批量回测(默认参数)
TSM,rejected,RSI2,1d,0.452,26,2026-07-25,第二版watchlist批量回测(默认参数)
AAOI,rejected,Confluence,1d,0.45,74,2026-07-25,第二版watchlist批量回测(默认参数)
VUG,rejected,RSI2,1d,0.444,18,2026-07-25,第二版watchlist批量回测(默认参数)
NUKZ,rejected,RSI2,1d,0.443,19,2026-07-25,第二版watchlist批量回测(默认参数)
CVX,rejected,Breakout,1d,0.442,19,2026-07-25,第二版watchlist批量回测(默认参数)
SMCI,rejected,Breakout,1d,0.441,16,2026-07-25,第二版watchlist批量回测(默认参数)
NOK,rejected,Breakout,1d,0.441,12,2026-07-25,第二版watchlist批量回测(默认参数)
JEPQ,rejected,Breakout,1d,0.438,27,2026-07-25,第二版watchlist批量回测(默认参数)
LWLG,rejected,Confluence,1d,0.43,62,2026-07-25,第二版watchlist批量回测(默认参数)
AAOI,rejected,RSI2,1h,0.429,118,2026-07-25,第二版watchlist批量回测(默认参数)
NOK,rejected,RSI2,4h,0.426,43,2026-07-25,第二版watchlist批量回测(默认参数)
SQQQ,rejected,Confluence,1h,0.42,50,2026-07-25,第二版watchlist批量回测(默认参数)
TE,rejected,Confluence,1d,0.42,47,2026-07-25,第二版watchlist批量回测(默认参数)
VUG,rejected,RSI2,4h,0.416,43,2026-07-25,第二版watchlist批量回测(默认参数)
PKW,rejected,Breakout,1d,0.416,39,2026-07-25,第二版watchlist批量回测(默认参数)
SOXL,rejected,RSI2,1h,0.415,161,2026-07-25,第二版watchlist批量回测(默认参数)
BABA,rejected,RSI2,1h,0.412,95,2026-07-25,第二版watchlist批量回测(默认参数)
FLCA,rejected,RSI2,4h,0.41,35,2026-07-25,第二版watchlist批量回测(默认参数)
OKLO,rejected,RSI2,1h,0.403,85,2026-07-25,第二版watchlist批量回测(默认参数)
ABT,rejected,Confluence,4h,0.4,39,2026-07-25,第二版watchlist批量回测(默认参数)
BABA,rejected,Breakout,1d,0.4,19,2026-07-25,第二版watchlist批量回测(默认参数)
SPYI,rejected,Breakout,1d,0.396,26,2026-07-25,第二版watchlist批量回测(默认参数)
MO,rejected,Breakout,1d,0.395,23,2026-07-25,第二版watchlist批量回测(默认参数)
RTH,rejected,Breakout,1d,0.391,41,2026-07-25,第二版watchlist批量回测(默认参数)
MO,rejected,Confluence,1h,0.39,119,2026-07-25,第二版watchlist批量回测(默认参数)
RSP,rejected,Breakout,1d,0.382,40,2026-07-25,第二版watchlist批量回测(默认参数)
VPL,rejected,Breakout,1d,0.372,37,2026-07-25,第二版watchlist批量回测(默认参数)
AVGO,rejected,Confluence,1h,0.37,151,2026-07-25,第二版watchlist批量回测(默认参数)
USO,rejected,Confluence,1d,0.37,60,2026-07-25,第二版watchlist批量回测(默认参数)
FDVV,rejected,Breakout,1d,0.366,46,2026-07-25,第二版watchlist批量回测(默认参数)
CRWD,rejected,RSI2,1d,0.365,26,2026-07-25,第二版watchlist批量回测(默认参数)
SPMO,rejected,RSI2,4h,0.365,47,2026-07-25,第二版watchlist批量回测(默认参数)
SO,rejected,RSI2,4h,0.361,23,2026-07-25,第二版watchlist批量回测(默认参数)
QQQM,rejected,Confluence,4h,0.36,36,2026-07-25,第二版watchlist批量回测(默认参数)
SKM,rejected,RSI2,1h,0.36,75,2026-07-25,第二版watchlist批量回测(默认参数)
AVIV,rejected,Breakout,1d,0.35,19,2026-07-25,第二版watchlist批量回测(默认参数)
TQQQ,rejected,Confluence,1d,0.35,53,2026-07-25,第二版watchlist批量回测(默认参数)
REI,rejected,RSI2,1h,0.348,62,2026-07-25,第二版watchlist批量回测(默认参数)
SCHW,rejected,RSI2,4h,0.347,33,2026-07-25,第二版watchlist批量回测(默认参数)
GME,rejected,RSI2,4h,0.347,26,2026-07-25,第二版watchlist批量回测(默认参数)
PL,rejected,RSI2,1h,0.345,116,2026-07-25,第二版watchlist批量回测(默认参数)
NFLX,rejected,RSI2,1h,0.344,108,2026-07-25,第二版watchlist批量回测(默认参数)
VGK,rejected,RSI2,4h,0.342,28,2026-07-25,第二版watchlist批量回测(默认参数)
GS,rejected,RSI2,4h,0.34,49,2026-07-25,第二版watchlist批量回测(默认参数)
PBOC,rejected,Breakout,1d,0.33,12,2026-07-25,第二版watchlist批量回测(默认参数)
SLV,rejected,Breakout,1d,0.328,13,2026-07-25,第二版watchlist批量回测(默认参数)
CCJ,rejected,RSI2,4h,0.327,37,2026-07-25,第二版watchlist批量回测(默认参数)
AVGO,rejected,RSI2,4h,0.323,55,2026-07-25,第二版watchlist批量回测(默认参数)
REM,rejected,Confluence,1d,0.32,62,2026-07-25,第二版watchlist批量回测(默认参数)
VYMI,rejected,RSI2,4h,0.313,28,2026-07-25,第二版watchlist批量回测(默认参数)
GS,rejected,RSI2,1h,0.312,124,2026-07-25,第二版watchlist批量回测(默认参数)
SOXL,rejected,Confluence,1d,0.31,59,2026-07-25,第二版watchlist批量回测(默认参数)
AVGV,rejected,RSI2,4h,0.309,32,2026-07-25,第二版watchlist批量回测(默认参数)
SOFI,rejected,RSI2,4h,0.308,39,2026-07-25,第二版watchlist批量回测(默认参数)
REMX,rejected,RSI2,1d,0.291,15,2026-07-25,第二版watchlist批量回测(默认参数)
MSOS,rejected,RSI2,4h,0.291,30,2026-07-25,第二版watchlist批量回测(默认参数)
USO,rejected,Confluence,1h,0.29,128,2026-07-25,第二版watchlist批量回测(默认参数)
MSOS,rejected,RSI2,1h,0.287,85,2026-07-25,第二版watchlist批量回测(默认参数)
NLST,rejected,RSI2,4h,0.283,23,2026-07-25,第二版watchlist批量回测(默认参数)
HYMB,rejected,Breakout,1d,0.28,28,2026-07-25,第二版watchlist批量回测(默认参数)
BTCI,rejected,Confluence,1d,0.28,15,2026-07-25,第二版watchlist批量回测(默认参数)
FXAIX,rejected,Breakout,1d,0.28,77,2026-07-25,第二版watchlist批量回测(默认参数)
VTEB,rejected,Breakout,1d,0.276,30,2026-07-25,第二版watchlist批量回测(默认参数)
DPZ,rejected,RSI2,4h,0.274,18,2026-07-25,第二版watchlist批量回测(默认参数)
SPMO,rejected,RSI2,1d,0.273,22,2026-07-25,第二版watchlist批量回测(默认参数)
AMC,rejected,Confluence,1d,0.27,83,2026-07-25,第二版watchlist批量回测(默认参数)
USAR,rejected,Confluence,4h,0.27,24,2026-07-25,第二版watchlist批量回测(默认参数)
SO,rejected,Breakout,1d,0.267,29,2026-07-25,第二版watchlist批量回测(默认参数)
VTI,rejected,RSI2,1h,0.264,93,2026-07-25,第二版watchlist批量回测(默认参数)
XSMO,rejected,RSI2,1d,0.261,15,2026-07-25,第二版watchlist批量回测(默认参数)
AVDV,rejected,RSI2,4h,0.257,32,2026-07-25,第二版watchlist批量回测(默认参数)
ONTO,rejected,RSI2,1d,0.254,18,2026-07-25,第二版watchlist批量回测(默认参数)
PL,rejected,Breakout,1d,0.253,8,2026-07-25,第二版watchlist批量回测(默认参数)
AMFN,rejected,Breakout,1d,0.25,8,2026-07-25,第二版watchlist批量回测(默认参数)
PL,rejected,RSI2,4h,0.248,43,2026-07-25,第二版watchlist批量回测(默认参数)
JEPI,rejected,Breakout,1d,0.246,28,2026-07-25,第二版watchlist批量回测(默认参数)
FOF,rejected,Breakout,1d,0.246,35,2026-07-25,第二版watchlist批量回测(默认参数)
SLV,rejected,RSI2,1h,0.245,115,2026-07-25,第二版watchlist批量回测(默认参数)
SAP,rejected,RSI2,1h,0.244,107,2026-07-25,第二版watchlist批量回测(默认参数)
APO,rejected,Breakout,1d,0.241,33,2026-07-25,第二版watchlist批量回测(默认参数)
ASTS,rejected,Confluence,4h,0.24,45,2026-07-25,第二版watchlist批量回测(默认参数)
SCHD,rejected,Breakout,1d,0.237,42,2026-07-25,第二版watchlist批量回测(默认参数)
TLT,rejected,RSI2,1h,0.233,57,2026-07-25,第二版watchlist批量回测(默认参数)
BB,rejected,Breakout,1d,0.23,10,2026-07-25,第二版watchlist批量回测(默认参数)
SCHG,rejected,RSI2,4h,0.221,40,2026-07-25,第二版watchlist批量回测(默认参数)
HVAC,rejected,Confluence,1d,0.22,11,2026-07-25,第二版watchlist批量回测(默认参数)
VGRO,rejected,Confluence,1h,0.22,4,2026-07-25,第二版watchlist批量回测(默认参数)
TMC,rejected,RSI2,4h,0.219,32,2026-07-25,第二版watchlist批量回测(默认参数)
NTRS,rejected,Breakout,1d,0.219,26,2026-07-25,第二版watchlist批量回测(默认参数)
AOK,rejected,Breakout,1d,0.215,49,2026-07-25,第二版watchlist批量回测(默认参数)
JPM,rejected,Breakout,1d,0.211,38,2026-07-25,第二版watchlist批量回测(默认参数)
UBER,rejected,Breakout,1d,0.211,13,2026-07-25,第二版watchlist批量回测(默认参数)
DIS,rejected,RSI2,1h,0.203,83,2026-07-25,第二版watchlist批量回测(默认参数)
MGA,rejected,Breakout,1d,0.202,20,2026-07-25,第二版watchlist批量回测(默认参数)
YOU,rejected,Confluence,1d,0.2,36,2026-07-25,第二版watchlist批量回测(默认参数)
SPXS,rejected,Confluence,1h,0.2,52,2026-07-25,第二版watchlist批量回测(默认参数)
VYM,rejected,Breakout,1d,0.198,42,2026-07-25,第二版watchlist批量回测(默认参数)
FBND,rejected,Breakout,1d,0.197,22,2026-07-25,第二版watchlist批量回测(默认参数)
OKLO,rejected,RSI2,1d,0.197,22,2026-07-25,第二版watchlist批量回测(默认参数)
ICF,rejected,Breakout,1d,0.188,23,2026-07-25,第二版watchlist批量回测(默认参数)
ZH,rejected,RSI2,1h,0.184,73,2026-07-25,第二版watchlist批量回测(默认参数)
IBBQ,rejected,Confluence,4h,0.18,36,2026-07-25,第二版watchlist批量回测(默认参数)
CIK,rejected,Confluence,1d,0.18,54,2026-07-25,第二版watchlist批量回测(默认参数)
INTU,rejected,Confluence,1h,0.18,115,2026-07-25,第二版watchlist批量回测(默认参数)
FXAIX,rejected,RSI2,1h,0.178,19,2026-07-25,第二版watchlist批量回测(默认参数)
CCJ,rejected,RSI2,1d,0.175,23,2026-07-25,第二版watchlist批量回测(默认参数)
SAP,rejected,Breakout,1d,0.169,33,2026-07-25,第二版watchlist批量回测(默认参数)
YOU,rejected,RSI2,4h,0.167,32,2026-07-25,第二版watchlist批量回测(默认参数)
DFAW,rejected,Breakout,1d,0.167,13,2026-07-25,第二版watchlist批量回测(默认参数)
TLT,rejected,Breakout,1d,0.166,8,2026-07-25,第二版watchlist批量回测(默认参数)
QQQM,rejected,RSI2,1h,0.166,156,2026-07-25,第二版watchlist批量回测(默认参数)
ASML,rejected,Breakout,1d,0.15,46,2026-07-25,第二版watchlist批量回测(默认参数)
FYC,rejected,RSI2,4h,0.142,40,2026-07-25,第二版watchlist批量回测(默认参数)
VCR,rejected,Breakout,1d,0.137,41,2026-07-25,第二版watchlist批量回测(默认参数)
RBC,rejected,RSI2,4h,0.134,37,2026-07-25,第二版watchlist批量回测(默认参数)
SCHW,rejected,RSI2,1d,0.133,15,2026-07-25,第二版watchlist批量回测(默认参数)
BLK,rejected,Confluence,1h,0.13,130,2026-07-25,第二版watchlist批量回测(默认参数)
PCYO,rejected,Breakout,1d,0.122,16,2026-07-25,第二版watchlist批量回测(默认参数)
BRK-B,rejected,Breakout,1d,0.121,31,2026-07-25,第二版watchlist批量回测(默认参数)
REMX,rejected,Confluence,1h,0.12,154,2026-07-25,第二版watchlist批量回测(默认参数)
AOR,rejected,Breakout,1d,0.119,52,2026-07-25,第二版watchlist批量回测(默认参数)
NOK,rejected,RSI2,1h,0.114,104,2026-07-25,第二版watchlist批量回测(默认参数)
FLCA,rejected,Confluence,1d,0.11,43,2026-07-25,第二版watchlist批量回测(默认参数)
SPYI,rejected,Confluence,4h,0.11,39,2026-07-25,第二版watchlist批量回测(默认参数)
VB,rejected,RSI2,4h,0.088,35,2026-07-25,第二版watchlist批量回测(默认参数)
EBAY,rejected,Breakout,1d,0.084,27,2026-07-25,第二版watchlist批量回测(默认参数)
MO,rejected,RSI2,4h,0.081,28,2026-07-25,第二版watchlist批量回测(默认参数)
VB,rejected,Breakout,1d,0.081,34,2026-07-25,第二版watchlist批量回测(默认参数)
YOU,rejected,Confluence,1h,0.08,119,2026-07-25,第二版watchlist批量回测(默认参数)
VTI,rejected,Confluence,4h,0.08,38,2026-07-25,第二版watchlist批量回测(默认参数)
ORCL,rejected,Confluence,1d,0.08,53,2026-07-25,第二版watchlist批量回测(默认参数)
DIS,rejected,Breakout,1d,0.079,14,2026-07-25,第二版watchlist批量回测(默认参数)
SQQQ,rejected,Confluence,4h,0.07,14,2026-07-25,第二版watchlist批量回测(默认参数)
ONTO,rejected,Confluence,4h,0.07,45,2026-07-25,第二版watchlist批量回测(默认参数)
PYPL,rejected,RSI2,4h,0.069,22,2026-07-25,第二版watchlist批量回测(默认参数)
FOF,rejected,RSI2,4h,0.064,24,2026-07-25,第二版watchlist批量回测(默认参数)
AIS,rejected,RSI2,4h,0.061,30,2026-07-25,第二版watchlist批量回测(默认参数)
IMAX,rejected,Confluence,4h,0.06,31,2026-07-25,第二版watchlist批量回测(默认参数)
ASTS,rejected,Confluence,1h,0.06,129,2026-07-25,第二版watchlist批量回测(默认参数)
TQQQ,rejected,RSI2,1h,0.058,163,2026-07-25,第二版watchlist批量回测(默认参数)
EBAY,rejected,RSI2,4h,0.054,36,2026-07-25,第二版watchlist批量回测(默认参数)
TSM,rejected,RSI2,4h,0.053,70,2026-07-25,第二版watchlist批量回测(默认参数)
SOFI,rejected,RSI2,1h,0.05,124,2026-07-25,第二版watchlist批量回测(默认参数)
AVNM,rejected,RSI2,4h,0.046,27,2026-07-25,第二版watchlist批量回测(默认参数)
SMCI,rejected,RSI2,4h,0.045,31,2026-07-25,第二版watchlist批量回测(默认参数)
JHS,rejected,RSI2,1h,0.045,48,2026-07-25,第二版watchlist批量回测(默认参数)
BLK,rejected,Breakout,1d,0.044,30,2026-07-25,第二版watchlist批量回测(默认参数)
